"gr.income" "height" "age" "duration" "married" "gender" "german" "abitur"
"1443" 2700 176 36 14.8 0 0 1 1
"1444" 325 168 37 10 1 1 0 0
"1445" 3000 170 40 1.3 1 1 1 1
"1446" 7250 183 47 20.6 1 0 1 1
"1447" 5000 180 45 23.5 1 0 0 1
"1448" 2000 162 46 15.4 1 1 1 1
"1449" 920 164 30 12.8 1 1 1 0
"1450" 2914 168 31 7.3 1 0 1 0
"1451" 1680 183 34 6.6 1 0 1 1
"1452" 1800 150 37 3.8 1 1 1 1
"1453" 2000 176 44 3.4 0 0 1 0
"1454" 2000 170 36 5.3 0 1 1 0
"1455" 1533 167 42 24 0 1 0 0
"1456" 3200 188 45 8.8 1 0 1 1
"1457" 1200 164 46 20.8 1 1 1 0
"1458" 325 155 57 8.6 1 1 1 0
"1459" 512 172 37 1.1 1 1 1 1
"1460" 2428 180 38 19 1 0 1 0
"1461" 3100 177 31 0.4 0 1 1 1
"1462" 3300 168 59 20.8 0 0 1 0
"1463" 1200 167 24 1 0 1 1 0
"1464" 2567 173 41 10.3 1 0 1 0
"1465" 3043 175 53 23.4 0 0 1 0
"1466" 3731 189 36 16 1 0 1 0
"1467" 700 180 34 14 1 1 1 0
"1468" 1780 157 31 9 1 1 1 0
"1469" 3600 180 63 32 1 0 1 0
"1470" 2459 183 31 3.8 0 1 1 1
"1471" 2650 176 29 1.9 0 1 1 1
"1472" 3336 185 29 0.6 0 0 1 1
"1473" 1500 170 36 3.9 1 0 1 0
"1474" 700 168 38 4.3 1 1 1 0
"1475" 1400 165 55 11.8 1 1 1 0
"1476" 1650 186 30 4.8 0 0 1 0
"1477" 320 165 71 9 1 0 1 0
"1478" 4342 172 52 13.1 0 0 1 0
"1479" 2880 178 27 9.6 1 0 1 0
"1480" 3255 175 22 3 0 0 1 0
"1481" 2150 178 52 2.9 1 0 1 0
"1482" 1350 167 35 12.9 0 1 0 0
"1483" 3275 180 33 11.6 1 0 1 0
"1484" 1262 167 43 13 1 1 1 1
"1485" 2659 180 36 2.6 1 0 1 1
"1486" 4000 184 47 0.5 1 0 1 1
"1487" 325 172 42 5.8 1 1 1 0
"1488" 2200 182 36 1.2 1 0 1 0
"1489" 4000 175 36 2.4 1 1 1 1
"1490" 190 165 61 21.3 0 1 1 0
"1491" 2658 165 30 7.5 0 1 1 0
"1492" 1534 156 26 1 0 1 1 0
"1493" 1023 165 32 1.2 1 1 1 0
"1494" 1943 172 30 2.3 0 0 1 0
"1495" 2300 185 30 0.4 1 0 1 0
"1496" 2020 152 30 8.6 1 1 1 0
"1497" 910 172 37 3.5 1 1 1 0
"1498" 5297 180 38 5.5 1 0 1 1
"1499" 2700 179 43 11.6 0 0 1 0
"1500" 2788 182 41 6.2 1 0 1 0
"1501" 2400 176 39 23.5 0 0 1 0
"1502" 2120 182 37 2.6 0 0 1 0
"1503" 156 165 30 1.3 1 1 1 0
"1504" 1150 163 55 6.8 0 1 1 0
"1505" 2800 177 50 16.5 0 0 1 0
"1506" 3900 180 48 21.2 1 0 1 1
"1507" 2500 165 60 7.3 1 1 1 0
"1508" 4400 193 32 7.3 1 0 1 1
"1509" 320 164 62 23 0 1 1 0
"1510" 5336 183 35 5.7 0 0 1 1
"1511" 3323 170 37 0.1 1 0 1 1
"1512" 650 170 25 0.3 1 1 0 1
"1513" 2500 165 48 1.9 0 1 1 0
"1514" 2000 192 31 1.1 0 0 1 0
"1515" 2400 188 29 7.4 0 0 1 0
"1516" 3900 170 43 24 1 0 1 0
"1517" 3600 181 41 1 1 0 1 0
"1518" 2100 178 37 10.8 1 0 1 0
"1519" 2300 162 46 9.8 0 1 1 0
"1520" 479 170 38 0.9 1 1 1 0
"1521" 2500 172 40 11.3 1 0 1 0
"1522" 2000 164 34 14 1 1 1 0
"1523" 325 160 39 1.4 1 0 1 0
"1524" 810 158 34 1.3 1 1 1 0
"1525" 1400 151 27 2.1 1 1 0 0
"1526" 3200 171 36 17 1 0 1 0
"1527" 2900 186 34 4.2 0 0 1 1
"1528" 805 168 37 9.1 0 1 1 0
"1529" 2800 175 48 12.9 1 0 1 0
"1530" 730 164 47 21.8 1 1 1 0
"1531" 1948 180 27 8 0 0 1 0
"1532" 3051 190 51 28.7 1 0 1 0
"1533" 1252 168 46 3.5 1 1 1 0
"1534" 2200 175 36 2.1 0 1 1 0
"1535" 3200 180 37 1.8 1 0 1 0
"1536" 3800 183 31 5.4 0 0 1 1
"1537" 319 153 63 1.5 1 1 1 0
"1538" 1800 178 34 5.4 0 0 1 0
"1539" 3800 175 29 12.6 0 0 1 0
"1540" 2300 160 28 2.2 0 1 1 0
"1541" 3280 168 45 1 1 0 1 0
"1542" 1253 150 44 4.3 1 1 1 0
"1543" 4857 175 52 12.1 1 0 1 0
"1544" 2454 176 47 15.8 1 0 1 0
"1545" 2812 160 50 15.6 1 0 1 0
"1546" 1176 165 53 0.3 1 1 1 0
"1547" 2400 187 41 16.8 1 0 1 0
"1548" 2460 176 34 13 0 0 1 0
"1549" 65 160 41 5 0 1 1 0
"1550" 6500 179 38 9.8 1 0 1 1
"1551" 3200 187 47 21.4 1 0 1 0
"1552" 900 157 45 11.8 1 1 1 0
"1553" 3000 176 63 5.8 1 0 1 0
"1554" 1329 170 28 0.8 0 1 1 0
"1555" 2644 187 30 1.8 0 0 1 0
"1556" 5000 187 34 6.3 0 0 1 0
"1557" 2911 176 41 19 1 0 0 0
"1558" 1340 172 41 0.5 1 1 1 0
"1559" 3400 175 45 27 1 0 1 0
"1560" 4100 180 43 26 0 0 1 0
"1561" 3400 180 36 17 1 0 1 0
"1562" 2350 170 41 4.3 1 1 1 0
"1563" 3900 165 45 26 1 0 1 0
"1564" 2550 172 43 19.3 1 0 1 0
"1565" 325 164 43 4.7 1 1 1 0
"1566" 2090 165 22 3 0 1 1 0
"1567" 1918 158 21 0.3 0 1 1 0
"1568" 2600 174 29 5.9 1 0 1 1
"1569" 325 165 38 8.5 1 1 1 0
"1570" 4000 182 40 18.3 1 0 1 0
"1571" 2600 196 36 0.4 1 0 1 0
"1572" 2300 174 28 7.5 1 1 1 0
"1573" 3500 185 30 2.1 1 0 1 1
"1574" 1300 170 44 2.4 1 1 1 0
"1575" 2700 161 31 11 0 1 1 0
"1576" 2200 170 37 5.6 1 1 1 0
"1577" 2636 185 41 1.1 0 0 1 1
"1578" 1790 175 37 4 0 0 1 0
"1579" 1690 157 34 6.8 0 1 1 0
"1580" 1790 178 36 6 1 0 1 0
"1581" 1565 167 37 4.8 0 1 1 0
"1582" 2340 168 45 11.3 0 1 1 0
"1583" 3250 175 50 25.2 1 0 1 0
"1584" 4700 188 41 23 1 0 1 0
"1585" 900 150 38 5.6 1 1 1 0
"1586" 5829 172 51 6.4 0 0 1 0
"1587" 3900 168 34 3.7 1 1 1 0
"1588" 1927 165 47 3.2 0 1 1 0
"1589" 2000 182 37 3.1 1 0 1 1
"1590" 2100 172 46 29 1 0 1 0
"1591" 230 155 49 1.2 1 1 1 0
"1592" 3340 180 59 31.6 1 0 1 1
"1593" 1415 170 54 1.1 1 1 1 0
"1594" 170 171 30 0.1 1 1 1 0
"1595" 2900 185 27 0.1 0 0 1 1
"1596" 3850 183 31 4.4 1 0 1 1
"1597" 2000 168 26 2.3 0 1 1 1
"1598" 1100 164 57 27.9 1 1 1 0
"1599" 520 168 51 14.5 0 0 1 0
"1600" 4046 166 53 16.5 1 0 1 0
"1601" 628 157 44 16.1 1 1 1 0
"1602" 1300 177 32 0.3 1 0 1 0
"1603" 1307 160 39 14 1 1 1 0
"1604" 2982 182 42 15.8 1 0 1 0
"1605" 3150 156 57 20.9 1 0 1 0
"1606" 325 164 46 2.7 1 1 1 0
"1607" 2500 190 37 6.1 0 0 1 0
"1608" 598 163 55 6.8 1 1 1 1
"1609" 300 158 39 21.1 1 1 1 0
"1610" 1386 159 41 23.4 1 1 1 0
"1611" 4000 175 49 28 0 0 1 0
"1612" 3500 167 42 22 0 1 1 0
"1613" 5230 182 37 13.7 1 0 1 1
"1614" 2500 166 38 1.8 0 1 1 0
"1615" 2800 173 40 4 0 1 1 0
"1616" 850 175 39 0.8 0 1 1 0
"1617" 2000 158 46 12 1 1 1 0
"1618" 2000 180 23 3 0 0 1 0
"1619" 5000 189 49 17.6 1 0 1 0
"1620" 2600 165 55 35 0 1 1 0
"1621" 2400 180 29 8.5 0 0 1 0
"1622" 5500 180 49 20.8 1 0 1 1
"1623" 1400 160 46 3.2 1 1 1 1
"1624" 2700 175 38 15.5 0 1 1 1
"1625" 2326 156 54 19.3 1 1 1 0
"1626" 3068 182 39 13.5 0 0 1 0
"1627" 215 160 66 14.5 0 1 1 0
"1628" 2800 180 38 11.8 0 0 1 0
"1629" 2610 163 32 2.4 0 1 1 0
"1630" 3000 184 36 17.5 1 0 1 0
"1631" 2500 180 39 5.4 0 0 1 0
"1632" 6500 186 41 13.7 1 0 1 0
"1633" 2500 178 31 2.7 1 0 1 0
"1634" 2045 174 25 1.8 0 1 0 1
"1635" 450 174 44 14.6 1 1 1 0
"1636" 1482 162 57 14.8 0 1 1 0
"1637" 2000 181 36 0.8 0 0 1 0
"1638" 4500 171 37 6.6 0 0 1 1
"1639" 7000 182 53 17.6 1 0 1 1
"1640" 4900 175 53 5 1 0 1 1
"1641" 3223 175 42 11.6 1 1 1 1
"1642" 2600 165 55 22 0 1 1 0
"1643" 3458 185 53 34 1 0 1 0
"1644" 82 168 52 30.6 1 1 1 0
"1645" 1935 193 22 1 0 0 1 0
"1646" 1900 163 39 4 0 1 1 0
"1647" 2500 186 39 1.9 0 0 1 0
"1648" 3835 175 58 22.6 1 0 1 1
"1649" 1500 160 52 10.2 1 1 1 0
"1650" 5000 160 60 31.7 0 0 1 1
"1651" 3400 167 59 20.7 1 0 1 1
"1652" 3400 167 55 26.1 1 1 1 1
"1653" 3750 178 50 2.8 1 0 1 0
"1654" 4300 174 43 16.3 1 1 1 1
"1655" 5000 192 49 17.3 0 0 1 0
"1656" 5000 160 55 13.5 0 1 1 1
"1657" 3264 172 48 30 1 0 1 0
"1658" 2674 169 46 28 1 1 1 0
"1659" 325 168 64 31.6 1 1 1 0
"1660" 4500 175 37 18.6 1 0 1 0
"1661" 1750 172 62 36.6 1 0 1 1
"1662" 2700 164 58 29.9 1 1 1 0
"1663" 1600 175 62 17.4 1 1 1 0
"1664" 2400 158 60 19.3 1 1 1 0
"1665" 4430 187 35 2.8 1 0 1 1
"1666" 4190 178 40 1 1 0 1 1
"1667" 2040 165 40 3.6 0 0 1 0
"1668" 1056 157 54 8.6 1 1 1 0
"1669" 400 168 38 20 1 1 1 0
"1670" 9000 187 40 17 1 0 1 1
"1671" 340 167 69 21.3 1 1 1 0
"1672" 3750 179 41 3.7 0 0 1 0
"1673" 7000 185 35 0 1 0 1 1
"1674" 6800 175 61 28.6 1 0 1 1
"1675" 325 184 58 1.8 1 0 1 0
"1676" 1161 160 57 10 1 1 1 0
"1677" 4500 171 53 32 1 0 1 0
"1678" 2000 177 33 8.4 0 0 1 1
"1679" 6800 158 32 2.1 0 1 1 1
"1680" 3100 180 40 0.1 1 0 1 0
"1681" 1150 165 38 8.3 1 1 1 0
"1682" 3300 177 41 23 1 0 1 0
"1683" 1603 174 24 0.3 0 0 1 0
"1684" 3066 160 61 10.7 0 1 1 0
"1685" 4200 186 35 5.2 1 0 1 1
"1686" 1460 168 48 2.8 1 1 1 0
"1687" 3500 200 30 2.6 0 0 1 1
"1688" 320 175 37 0.3 1 1 1 0
"1689" 4689 179 41 13.6 1 0 1 1
"1690" 3600 180 55 2.3 1 0 1 0
"1691" 1700 154 50 1.3 1 1 1 0
"1692" 5000 179 58 29 0 0 0 1
"1693" 4485 166 37 4.6 0 1 1 0
"1694" 4300 179 56 21.4 1 0 1 0
"1695" 536 150 56 13.4 1 1 1 0
"1696" 1140 170 33 2.9 1 1 1 0
"1697" 3400 191 41 12.5 1 0 1 0
"1698" 4000 168 37 7.5 0 1 1 1
"1699" 3350 165 32 4.1 0 1 1 1
"1700" 3500 180 36 4 0 0 1 1
"1701" 6030 175 32 0.8 0 0 1 1
"1702" 5113 187 31 1 1 0 1 1
"1703" 3500 179 40 8.4 1 0 1 1
"1704" 82 163 38 7.9 1 1 1 0
"1705" 3784 188 43 14.9 1 0 1 0
"1706" 4000 182 41 11.7 1 0 1 1
"1707" 325 165 38 0.2 1 1 1 0
"1708" 3000 173 42 5.8 1 0 1 1
"1709" 2100 171 30 0 1 1 1 1
"1710" 1434 160 50 30 1 1 1 0
"1711" 1820 165 24 1.4 0 1 1 0
"1712" 2000 158 42 3.4 1 1 1 0
"1713" 1300 170 22 3.2 0 1 1 0
"1714" 3200 176 39 0.2 1 0 1 1
"1715" 3186 176 33 8.3 1 0 1 1
"1716" 1249 168 45 0.8 1 1 1 0
"1717" 4637 178 47 12 1 0 1 1
"1718" 3702 176 33 8.7 1 0 1 0
"1719" 1250 170 37 0.5 1 1 1 0
"1720" 3150 180 42 12.8 1 0 1 0
"1721" 1090 165 44 1.7 0 1 1 1
"1722" 2700 176 34 12.1 1 0 1 0
"1723" 7500 188 42 5.8 1 0 1 1
"1724" 5100 189 38 9.6 1 0 1 0
"1725" 1902 172 48 0.9 1 0 1 0
"1726" 310 155 53 7.3 1 1 1 0
"1727" 2650 174 43 4.1 1 1 1 0
"1728" 2020 168 39 6.7 0 1 1 0
"1729" 2524 178 39 4.3 0 0 1 0
"1730" 2490 180 33 13 0 0 1 0
"1731" 1790 158 60 8.8 0 1 1 0
"1732" 2505 169 38 1.8 0 0 1 0
"1733" 1613 155 37 2.8 1 1 1 0
"1734" 2800 179 40 3.4 1 0 1 0
"1735" 1800 175 31 0.8 0 1 1 0
"1736" 1300 170 21 0 0 1 1 0
"1737" 3000 167 70 9.7 1 0 1 0
"1738" 2200 177 37 13.9 1 0 1 0
"1739" 1400 168 24 5 0 1 1 0
"1740" 1500 175 21 1 0 0 1 0
"1741" 2750 167 50 11.2 1 0 1 0
"1742" 990 160 48 6 1 1 1 0
"1743" 2400 176 29 2.5 1 0 1 0
"1744" 1500 175 22 4 0 0 1 0
"1745" 2100 180 32 9.7 0 0 1 0
"1746" 1893 158 30 1.8 0 1 1 0
"1747" 1687 175 28 3.9 1 0 1 0
"1748" 2350 160 53 29.3 1 1 1 0
"1749" 2812 181 35 3.9 1 0 1 0
"1750" 2812 178 33 0.7 1 0 1 0
"1751" 2700 170 41 18.6 1 0 1 0
"1752" 3050 174 37 0.1 0 1 1 0
"1753" 4400 176 61 31.9 1 0 1 0
"1754" 3800 169 28 2.8 0 1 1 1
"1755" 210 169 59 8.9 1 1 1 0
"1756" 1890 160 32 11.8 0 1 1 0
"1757" 1950 173 31 11.2 0 1 1 0
"1758" 2182 175 62 29.8 1 0 1 1
"1759" 4622 190 53 19.3 1 0 1 1
"1760" 2520 158 50 7.9 1 1 1 1
"1761" 325 174 64 32.4 1 0 1 0
"1762" 1200 170 48 0.9 1 1 1 0
"1763" 1600 168 24 2.8 0 1 1 0
"1764" 3100 168 37 16 1 0 1 0
"1765" 2800 183 39 1.5 1 0 1 1
"1766" 5500 179 33 5.9 1 0 1 0
"1767" 325 164 34 0.3 1 1 1 0
"1768" 1300 156 32 2.1 1 1 1 0
"1769" 3200 190 52 15.7 1 0 1 0
"1770" 1713 164 50 5.3 1 1 0 0
"1771" 1959 166 42 18.1 1 0 1 0
"1772" 3000 175 33 10 1 0 1 0
"1773" 3071 186 33 4.3 0 0 1 0
"1774" 4000 183 40 10.3 1 0 1 1
"1775" 1265 158 54 1.2 0 1 1 0
"1776" 3001 160 58 12.8 0 1 1 0
"1777" 315 169 39 4.8 1 1 1 0
"1778" 2000 160 41 3.6 0 1 1 1
"1779" 1834 175 62 44 1 0 1 0
"1780" 2670 192 37 19.2 1 0 1 0
"1781" 2200 177 33 13 0 0 1 0
"1782" 1483 169 32 13 0 1 1 0
"1783" 1750 166 43 2.7 0 1 1 1
"1784" 2045 186 38 5.3 1 0 1 0
"1785" 5250 185 38 19 1 0 1 0
"1786" 1177 171 36 15 1 1 1 0
"1787" 1800 174 36 3.6 1 0 1 0
"1788" 317 164 21 0.8 0 1 1 1
"1789" 1329 160 51 13 0 1 1 0
"1790" 2400 180 29 2.6 1 0 1 0
"1791" 2700 163 30 12.6 1 1 1 0
"1792" 800 163 63 0.9 0 1 1 0
"1793" 245 168 38 0.3 1 1 1 0
"1794" 2300 178 29 3.8 1 0 1 0
"1795" 179 160 34 9.8 1 1 1 0
"1796" 2700 170 47 30.4 1 0 1 0
"1797" 1020 157 45 2.3 1 1 1 0
"1798" 1600 173 51 17.8 1 1 1 0
"1799" 3800 186 35 2.1 1 0 1 1
"1800" 1700 158 35 12.4 1 1 1 1
"1801" 2500 170 40 13.5 1 0 1 0
"1802" 1200 155 41 6.7 0 1 1 0
"1803" 3750 184 42 2.8 1 0 1 0
"1804" 1548 170 42 0.7 1 1 1 0
"1805" 1714 173 25 1.1 0 1 1 0
"1806" 325 171 51 1.5 1 1 1 0
"1807" 2975 182 29 0.6 1 0 1 1
"1808" 325 156 50 7.3 1 1 1 0
"1809" 325 163 36 0.2 1 1 1 0
"1810" 1690 168 32 10.3 0 1 1 0
"1811" 1800 184 38 15.8 1 0 1 0
"1812" 4000 195 36 7.8 1 0 1 1
"1813" 3200 180 39 2.4 1 0 1 1
"1814" 270 169 31 6.2 1 1 1 0
"1815" 1330 169 33 8.3 1 1 1 1
"1816" 2400 190 45 4.8 1 0 1 0
"1817" 325 163 43 7.4 1 1 1 0
"1818" 800 170 48 7.4 1 1 1 0
"1819" 1530 160 43 25 0 1 1 0
"1820" 1480 165 21 0.9 0 1 1 0
"1821" 2387 165 44 11.7 1 0 1 0
"1822" 3313 170 41 23 1 0 1 0
"1823" 1772 163 44 7.6 1 1 1 0
"1824" 4400 175 32 0.4 0 0 1 1
"1825" 1650 180 40 5.8 0 0 1 0
"1826" 2500 183 38 13.4 0 0 1 0
"1827" 3400 175 36 12.1 0 0 1 0
"1828" 2600 180 35 11.8 1 0 1 0
"1829" 1900 170 53 14 1 0 1 0
"1830" 850 165 50 1.3 1 1 1 0
"1831" 2140 170 30 3.7 1 0 1 0
"1832" 2600 170 29 2.2 0 0 1 0
"1833" 2000 170 25 3.3 0 1 1 0
"1834" 2000 165 47 29 0 0 1 0
"1835" 1950 178 48 31.4 1 0 1 0
"1836" 1600 165 47 1.1 0 1 1 0
"1837" 1950 180 51 1.5 0 0 1 0
"1838" 1750 155 34 16.3 1 1 1 0
"1839" 2050 170 46 16.5 1 0 1 0
"1840" 550 169 39 16.4 1 1 1 0
"1841" 740 168 39 4.2 1 1 1 0
"1842" 2660 175 35 17.2 1 0 1 1
"1843" 2150 180 35 4.3 1 0 1 1
"1844" 1120 171 34 0.3 1 1 1 0
"1845" 1600 183 42 0.1 1 0 1 0
"1846" 1800 176 59 12.7 1 0 1 0
"1847" 1850 168 50 3.3 1 1 1 0
"1848" 1530 170 26 9.4 0 1 1 0
"1849" 1950 172 59 11.3 1 0 1 0
"1850" 1700 170 35 19.4 0 0 1 0
"1851" 1650 168 31 1.7 0 0 1 0
"1852" 1800 183 30 10 0 0 1 0
"1853" 1950 182 41 1.4 1 0 1 0
"1854" 640 163 32 2.1 1 1 1 0
"1855" 2400 180 51 33.4 1 0 1 0
"1856" 1000 175 52 18.4 1 1 1 0
"1857" 2150 190 30 6.6 1 0 1 0
"1858" 1840 182 41 24.4 0 0 1 0
"1859" 2100 173 44 28.4 1 0 1 0
"1860" 1850 162 46 29.4 1 1 1 0
"1861" 1570 170 39 0.3 0 0 1 0
"1862" 3100 170 29 11 0 1 1 0
"1863" 1750 165 24 4.5 0 1 1 0
"1864" 65 160 45 30.1 0 1 1 0
"1865" 325 165 30 10.3 1 1 1 0
"1866" 2600 185 33 0.8 1 0 1 0
"1867" 2320 182 51 21.7 0 0 1 0
"1868" 1800 164 44 1.8 1 1 1 0
"1869" 2500 174 35 15 0 0 1 0
"1870" 2709 175 51 26.8 1 0 1 0
"1871" 1262 174 49 26.7 1 1 1 0
"1872" 1281 152 44 1.3 1 1 0 0
"1873" 2500 187 33 16.7 0 0 1 0
"1874" 1805 172 33 0.5 1 0 1 1
"1875" 700 186 36 1.5 1 1 1 0
"1876" 2700 192 38 4 1 0 1 0
"1877" 2200 181 59 8 1 0 1 0
"1878" 2100 165 38 2.8 1 0 1 0
"1879" 2900 186 51 32 1 0 1 0
"1880" 2600 182 54 17.9 0 0 1 0
"1881" 1600 194 31 3 0 0 1 0
"1882" 2200 175 25 4.4 0 1 1 0
"1883" 1800 188 23 3.3 1 0 1 0
"1884" 1400 170 22 1.2 0 1 1 0
"1885" 2500 169 28 9 0 0 1 0
"1886" 2200 180 24 7.7 0 0 1 0
"1887" 3100 167 35 12.1 0 1 1 0
"1888" 3000 179 42 20.4 0 0 1 0
"1889" 491 167 48 20.3 1 1 1 0
"1890" 1350 166 23 4 0 1 1 0
"1891" 2366 176 30 1.3 0 0 1 1
"1892" 1100 179 43 1.6 0 1 1 0
"1893" 2772 170 53 4.4 1 0 1 1
"1894" 1016 160 51 7 1 1 1 0
"1895" 2300 165 28 3.2 0 1 1 0
"1896" 2166 164 24 7.6 0 1 1 0
"1897" 3350 165 56 40 1 1 1 0
"1898" 325 162 38 2.6 1 1 1 0
"1899" 1800 165 54 20.7 1 0 1 0
"1900" 3960 176 58 29.8 1 0 1 1
"1901" 782 173 31 4.6 0 0 1 1
"1902" 855 161 51 5.9 1 1 1 0
"1903" 2600 183 30 0.9 0 0 1 1
"1904" 2200 173 27 1.1 0 1 1 1
"1905" 3100 188 47 29.6 1 0 1 0
"1906" 5353 176 52 28.8 1 0 1 0
"1907" 1200 163 50 9.3 1 1 1 0
"1908" 2170 163 29 7.5 1 1 1 1
"1909" 2675 192 35 1.3 1 0 1 1
"1910" 3500 184 32 12 1 0 1 0
"1911" 8845 175 65 34.4 1 0 1 1
"1912" 5600 186 39 8.3 0 0 1 1
"1913" 950 160 21 2 0 1 1 0
"1914" 2391 180 56 31.6 1 0 1 0
"1915" 3067 169 34 0.7 1 0 1 0
"1916" 1585 148 31 9.5 1 1 1 0
"1917" 2600 172 40 16.6 1 0 1 0
"1918" 4284 170 58 19.1 1 0 1 0
"1919" 2852 164 34 2.1 0 1 1 0
"1920" 1950 174 32 4 0 0 1 0
"1921" 1645 158 51 12.5 1 1 1 0
"1922" 4337 176 31 9.4 0 0 1 1
"1923" 3285 177 50 22.6 1 0 1 0
"1924" 2100 180 38 2.4 0 0 1 0
"1925" 3300 180 37 15.8 1 0 1 0
"1926" 925 172 55 29 0 1 1 1
"1927" 3527 178 50 4.5 1 0 1 0
"1928" 1000 167 49 0.4 1 1 1 0
"1929" 5826 164 45 12.2 1 1 1 1
"1930" 2546 161 50 10 0 1 1 0
"1931" 1400 170 29 8.5 1 1 1 0
"1932" 2407 179 47 9.8 0 0 1 0
"1933" 3195 178 31 5.1 1 0 1 0
"1934" 3000 183 46 20.3 1 0 1 0
"1935" 1520 192 21 0.8 0 0 1 0
"1936" 1113 172 34 0.4 1 1 1 0
"1937" 3898 176 38 4.6 1 0 1 1
"1938" 3500 176 48 28.5 1 0 1 1
"1939" 3751 192 29 3.6 1 0 1 1
"1940" 1000 168 41 2 1 1 1 0
"1941" 2500 176 31 12 1 0 1 0
"1942" 3733 183 39 0.7 1 0 1 0
"1943" 1879 171 38 1 0 1 1 0
"1944" 1100 170 43 0.8 1 1 1 0
"1945" 325 175 61 2.8 0 1 1 0
"1946" 3580 185 63 30 1 0 1 1
"1947" 2050 196 32 4.2 1 0 1 1
"1948" 2000 189 30 7.1 0 0 1 0
"1949" 400 172 72 9.8 1 1 1 0
"1950" 7500 179 43 5.3 1 0 1 1
"1951" 5000 187 36 0.3 0 0 1 1
"1952" 1800 170 31 3.8 0 1 1 0
"1953" 2145 170 56 16.3 1 0 1 0
"1954" 325 163 29 1.1 1 1 1 0
"1955" 1930 177 34 8.5 1 0 1 0
"1956" 1400 168 45 25.2 1 0 1 0
"1957" 1300 168 46 5.3 1 1 1 0
"1958" 1750 175 33 2.4 1 0 1 0
"1959" 2400 174 54 36 1 0 1 0
"1960" 1700 184 28 0.1 0 0 1 0
"1961" 2214 172 22 2.8 0 0 1 0
"1962" 1124 171 44 7.5 0 1 1 0
"1963" 1750 151 34 9.6 0 1 1 0
"1964" 2500 166 25 3.4 0 0 1 0
"1965" 1830 168 42 6.1 1 1 1 0
"1966" 1020 161 41 6.8 1 1 1 0
"1967" 2802 174 35 11.9 1 0 1 0
"1968" 3580 173 43 5.7 1 0 1 0
"1969" 4100 180 42 3.9 1 0 1 1
"1970" 2810 168 41 12.3 1 1 1 1
"1971" 1432 158 33 2.3 0 1 1 0
"1972" 3350 178 54 25.8 1 0 1 0
"1973" 1300 169 24 5.4 0 1 1 0
"1974" 1738 169 42 6 0 1 1 0
"1975" 1585 160 24 4.8 0 1 1 0
"1976" 2250 173 55 4.5 1 0 1 0
"1977" 1450 174 34 8.2 1 0 1 0
"1978" 2454 167 44 25.4 0 1 1 0
"1979" 1800 195 21 0.7 0 0 1 0
"1980" 563 156 62 5.2 0 1 1 0
"1981" 1800 173 36 16.7 0 1 1 0
"1982" 2410 180 58 9.8 1 0 0 0
"1983" 330 170 48 10.3 1 1 0 0
"1984" 2404 163 49 21 1 0 0 0
"1985" 1789 163 25 4.3 0 1 0 0
"1986" 2150 171 56 10.6 1 0 0 0
"1987" 1310 167 55 10 1 1 0 0
"1988" 2071 165 36 10.9 0 1 1 0
"1989" 1700 167 35 0.8 0 1 1 0
"1990" 2800 176 45 22.5 1 0 0 0
"1991" 1200 175 34 4.8 0 0 0 1
"1992" 2800 172 59 29.3 1 0 0 0
"1993" 1200 160 55 1.9 1 1 0 0
"1994" 2800 180 36 15.8 1 0 0 0
"1995" 2631 182 50 13.4 1 0 0 0
"1996" 2118 172 42 3.5 1 1 0 0
"1997" 3068 176 56 4.8 1 0 0 0
"1998" 325 169 29 9.6 1 1 0 0
"1999" 3500 183 30 1.1 1 0 0 0
"2000" 1540 175 42 16.9 1 0 0 0
"2001" 1535 159 35 16.5 1 1 0 0
"2002" 3300 169 35 6.3 1 1 0 1
"2003" 3800 170 40 9.6 1 0 0 1
"2004" 1171 162 36 12.3 1 1 1 0
"2005" 950 158 35 3.3 1 1 0 0
"2006" 3400 175 46 11.7 1 0 0 1
"2007" 320 166 37 5 0 1 0 0
"2008" 4000 170 47 16.2 1 0 0 0
"2009" 1500 162 37 11.8 1 1 0 0
"2010" 5000 172 39 13 1 0 0 1
"2011" 3000 172 41 9.6 1 0 0 0
"2012" 315 160 53 4.4 1 1 0 0
"2013" 2500 176 36 3.3 1 0 0 0
"2014" 4000 183 32 6.6 1 0 0 1
"2015" 950 164 32 0.6 1 1 1 0
"2016" 2500 173 38 16.8 1 0 0 0
"2017" 1900 164 35 0.3 1 1 0 0
"2018" 2260 190 37 0.9 1 0 0 0
"2019" 1400 172 45 15.3 1 0 0 0
"2020" 2500 180 49 9 1 0 0 0
"2021" 2500 165 45 24.8 1 1 0 0
"2022" 4000 162 26 6.3 1 1 0 0
"2023" 2800 186 27 1.9 1 0 0 0
"2024" 3012 158 30 5.3 1 1 0 1
"2025" 2250 177 33 2.2 1 0 0 0
"2026" 1900 175 46 11.6 1 0 0 0
"2027" 1865 166 41 7.3 1 1 0 0
"2028" 2250 175 62 34 1 0 0 0
"2029" 2500 170 31 4.8 0 0 0 0
"2030" 2300 174 64 22.8 0 0 0 1
"2031" 1300 158 37 0.3 1 1 0 0
"2032" 2300 178 40 11.1 1 0 0 0
"2033" 3300 166 55 28.8 1 0 0 0
"2034" 2360 169 46 26.1 1 1 0 0
"2035" 1900 164 39 15.9 0 1 0 0
"2036" 1943 167 61 32.5 1 0 0 0
